Full Title,Car Name,URL,Price (in Lakhs),Location,City,Registration Year,Insurance,Fuel Type,Seats,Kms Driven,RTO,Ownership,Engine,Transmission,Power,Drive Type,Mileage,Year of Manufacture
2019 Ford Ecosport 1.5 Petrol Titanium BSIV,Ford Ecosport,https://www.cardekho.com/buy-used-car-details/used-Ford-ecosport-15-petrol-titanium-bsiv-cars-Chandigarh_e17545ba-570d-45bb-8e51-a13e3b5bc6c2.htm,6.35,"Industrial Area Phase 1, Chandigarh",Chandigarh,Jul 2019,Comprehensive,Petrol,5,24287,Ludhiana,Second Owner,1497,Manual,121.31,FWD,17.0,2019
2016 Hyundai i20 Active 1.2,Hyundai i20,https://www.cardekho.com/used-car-details/used-Hyundai-i20-active-12-cars-Chandigarh_04bd7f93-e5c0-4e7a-830d-a3ee61247110.htm?adId=undefined&adType=41,5.5,Chandigarh,Chandigarh,2016,Comprehensive,Petrol,5,41000,Chandigarh,First Owner,1197,Manual,81.86,N/A,17.19,2016
2018 BMW 5 Series 520d Luxury Line,BMW 5,https://www.cardekho.com/used-car-details/used-Bmw-5-series-520d-luxury-line-cars-Chandigarh_4bf89e4f-539f-4aec-9c23-821b597deb80.htm,30.75,"Industrial Area Phase 1, Chandigarh",Chandigarh,Dec 2018,Comprehensive,Diesel,5,81000,Chandigarh,First Owner,1995,Automatic,187.74,RWD,N/A,2018
2017 Honda WR-V i-DTEC VX,Honda WR-V,https://www.cardekho.com/buy-used-car-details/used-Honda-wr-v-i-dtec-vx-cars-Chandigarh_dec4ecc0-144c-418f-a811-30a3d69d19a1.htm,5.35,"Industrial Area Phase 1, Chandigarh",Chandigarh,Jun 2017,Zero Dep,Diesel,5,72666,Ludhiana,Second Owner,1498,Manual,98.6,FWD,25.5,2017
2015 Mahindra TUV 300 T8,Mahindra TUV,https://www.cardekho.com/used-car-details/used-Mahindra-tuv-300-t8-cars-Chandigarh_88fa76fd-5b65-45ea-90d9-802c0591cff6.htm,5.25,"Sector 46, Chandigarh",Chandigarh,Jan 2016,Expired,Diesel,7,98000,Chandigarh,Second Owner,1493,Manual,100.0,RWD,18.49,2015
2021 Maruti S Cross Zeta AT,Maruti S,https://www.cardekho.com/used-car-details/used-Maruti-s-cross-zeta-at-cars-Chandigarh_9bacec7d-2466-4086-8807-4983b4e2f1c3.htm?adId=undefined&adType=41,7.4,Chandigarh,Chandigarh,2021,Comprehensive,Petrol,5,60000,Chandigarh,First Owner,1462,Automatic,103.25,FWD,18.43,2021
2010 BMW X6 xDrive 40d,BMW X6,https://www.cardekho.com/used-car-details/used-Bmw-x6-xdrive-40d-cars-Chandigarh_c9279a8a-7a51-4238-8080-233b635262e4.htm,12.5,"Sector 46, Chandigarh",Chandigarh,Dec 2010,Comprehensive,Diesel,4,75000,Chandigarh,First Owner,2993,Automatic,306.0,4WD,N/A,2010
2015 Tata Safari DICOR 2.2 VX 4x2 BS IV,Tata Safari,https://www.cardekho.com/used-car-details/used-Tata-safari-dicor-22-vx-4x2-bs-iv-cars-Chandigarh_98a1f5ae-8b1a-4c12-ba7b-48ab1125ce1c.htm,5.35,"Sector 46, Chandigarh",Chandigarh,Sept 2015,Expired,Diesel,7,100000,New Delhi,First Owner,2179,Manual,138.1,FWD,13.93,2015
2021 BMW 2 Series 220i M Sport,BMW 2,https://www.cardekho.com/used-car-details/used-Bmw-2-series-220i-m-sport-cars-Chandigarh_2270e898-22ec-4d29-a62b-3f31f0ef3dd7.htm,31.75,"Industrial Area Phase 1, Chandigarh",Chandigarh,Nov 2021,Comprehensive,Petrol,5,13500,Mumbai,First Owner,1998,Automatic,189.08,N/A,14.82,2021
2021 BMW X5 xDrive 40i M Sport,BMW X5,https://www.cardekho.com/used-car-details/used-Bmw-x5-xdrive-40i-m-sport-cars-New-Delhi_edc24f16-9747-4bc2-8d3c-e361902b2c27.htm?adId=undefined&adType=41,59.5,"Naraina, New Delhi",New Delhi,Jul 2021,Expired,Petrol,5,77000,Noida,First Owner,2998,Automatic,335.26,AWD,N/A,2021
2016 Ford Ecosport 1.5 TDCi Titanium BSIV,Ford Ecosport,https://www.cardekho.com/buy-used-car-details/used-Ford-ecosport-15-tdci-titanium-bsiv-cars-Chandigarh_a8b6413c-a804-49dd-a416-3663b017b4f0.htm,4.09,"Industrial Area Phase 1, Chandigarh",Chandigarh,Aug 2016,Expired,Diesel,5,80354,Gurgaon,First Owner,1498,Manual,98.59,FWD,22.77,2016
2019 Mahindra Scorpio S11,Mahindra Scorpio,https://www.cardekho.com/used-car-details/used-Mahindra-scorpio-s11-cars-Chandigarh_aa0e51cf-a78f-4cf5-bac0-cf3c80ae50ef.htm,14.5,"City Park, Chandigarh",Chandigarh,Apr 2019,Comprehensive,Diesel,7,81000,Gurgaon,First Owner,2179,Manual,136.78,N/A,15.4,2019
2012 Tata Safari Storme LX,Tata Safari,https://www.cardekho.com/used-car-details/used-Tata-safari-storme-lx-cars-Chandigarh_f4913d47-b2bc-4d98-a3a7-d1504c093812.htm,3.65,"Sector 46, Chandigarh",Chandigarh,Dec 2012,Expired,Diesel,7,200000,Kurukshetra,First Owner,2179,Manual,138.1,FWD,14.0,2012
2019 Audi Q7 45 TFSI Premium Plus,Audi Q7,https://www.cardekho.com/used-car-details/used-Audi-q7-45-tfsi-premium-plus-cars-New-Delhi_020b3bb5-8f0c-4b16-aee2-4dac042f53d9.htm?adId=undefined&adType=41,41.5,"Naraina, New Delhi",New Delhi,Jul 2019,Expired,Petrol,7,90000,Gurgaon,First Owner,2967,Automatic,248.0,AWD,13.55,2019
2017 Honda City i-VTEC CVT ZX,Honda City,https://www.cardekho.com/buy-used-car-details/used-Honda-city-i-vtec-cvt-zx-cars-Chandigarh_2308f56b-c60b-4d1f-8187-3bf37b255089.htm,7.18,"Industrial Area Phase 1, Chandigarh",Chandigarh,Jun 2017,Comprehensive,Petrol,5,30331,Ludhiana,First Owner,1497,Automatic,117.6,N/A,18.0,2017
2022 Kia Seltos HTK Plus iMT,Kia Seltos,https://www.cardekho.com/buy-used-car-details/used-Kia-seltos-htk-plus-imt-cars-Chandigarh_8ad2e2b1-8ec1-47f6-9b48-a42dc7b53606.htm,10.3,"Industrial Area Phase 1, Chandigarh",Chandigarh,Feb 2022,Third Party,Petrol,5,33068,Mukerian,First Owner,1497,Manual,113.43,FWD,16.8,2022
2011 Nissan X-Trail SLX AT,Nissan X-Trail,https://www.cardekho.com/used-car-details/used-Nissan-x-trail-slx-at-cars-Chandigarh_78136cc0-4dc1-42b0-9fa8-1df335ef1b59.htm,7.85,"Sector 46, Chandigarh",Chandigarh,Jan 2012,Expired,Diesel,5,100000,Chandigarh,Second Owner,1995,Automatic,147.6,AWD,13.29,2011
2017 Jeep Grand Cherokee Summit 4X4,Jeep Grand,https://www.cardekho.com/used-car-details/used-Jeep-grand-cherokee-summit-4x4-cars-New-Delhi_6c21b687-7f3d-48ec-9012-18359d9966fb.htm?adId=undefined&adType=41,34.9,"Naraina, New Delhi",New Delhi,Jul 2017,Expired,Diesel,5,53000,Simdega,First Owner,2998,Automatic,239.6,4WD,N/A,2017
2015 Chevrolet Captiva 2.2 AT AWD,Chevrolet Captiva,https://www.cardekho.com/used-car-details/used-Chevrolet-captiva-22-at-awd-cars-Chandigarh_e670a109-7eb6-4cb2-b927-5bf0cca37405.htm,5.85,"Sector 46, Chandigarh",Chandigarh,Aug 2015,Expired,Diesel,7,130000,Gurgaon,Second Owner,2231,Automatic,184.0,AWD,12.12,2015
2019 Kia Seltos GTX Plus Diesel AT,Kia Seltos,https://www.cardekho.com/used-car-details/used-Kia-seltos-gtx-plus-diesel-at-cars-Chandigarh_53f0f959-60f3-4782-81d6-97917f9cd6e0.htm,12.65,"Sector 46, Chandigarh",Chandigarh,Oct 2019,Expired,Diesel,5,123000,Mohali,First Owner,1493,Automatic,113.43,FWD,18.0,2019
2022 Mahindra XUV300 W8 Diesel Sunroof BSVI,Mahindra XUV300,https://www.cardekho.com/buy-used-car-details/used-Mahindra-xuv300-w8-diesel-sunroof-bsvi-cars-Chandigarh_fb508b1e-102f-4ba3-bdf4-6f74064631d7.htm,9.4,"Industrial Area Phase 1, Chandigarh",Chandigarh,Mar 2022,Zero Dep,Diesel,5,28785,Ludhiana,First Owner,1497,Manual,115.05,N/A,20.1,2022
2020 BMW X3 xDrive 20d Luxury Line,BMW X3,https://www.cardekho.com/used-car-details/used-Bmw-x3-xdrive-20d-luxury-line-cars-New-Delhi_63a2982c-ff00-4be4-a420-8ad400a3cea0.htm?adId=undefined&adType=41,34.75,"Naraina, New Delhi",New Delhi,Jul 2020,Expired,Diesel,5,76000,Gurgaon,First Owner,1995,Automatic,187.7,AWD,N/A,2020
2015 Honda CR-V 2.4L 2WD AT,Honda CR-V,https://www.cardekho.com/used-car-details/used-Honda-cr-v-24l-2wd-at-cars-Chandigarh_160ec5ba-d55c-4612-9610-983df573b358.htm,8.5,"City Park, Chandigarh",Chandigarh,Nov 2015,Comprehensive,Petrol,5,85000,Chandigarh,First Owner,2354,Automatic,187.4,4WD,12.0,2015
2014 Volvo XC 90 D5 AT AWD,Volvo XC,https://www.cardekho.com/used-car-details/used-Volvo-xc-90-d5-at-awd-cars-Chandigarh_72c62d95-0d80-45ef-b1ea-b5c0e7d95636.htm,11.0,"Industrial Area Phase 1, Chandigarh",Chandigarh,Sept 2014,Comprehensive,Diesel,7,73000,Gurgaon,Second Owner,2400,Automatic,200.0,AWD,N/A,2014
2015 Isuzu MU 7 4x2 HIPACK,Isuzu MU,https://www.cardekho.com/used-car-details/used-Isuzu-mu-7-4x2-hipack-cars-Chandigarh_4d3216d9-faf5-4128-9fa8-c54d2a88b0e7.htm,7.85,"Sector 46, Chandigarh",Chandigarh,Aug 2015,Third Party,Diesel,7,90000,Gurgaon,Second Owner,N/A,Manual,N/A,N/A,N/A,2015
2018 Mercedes-Benz GLE 250d,Mercedes-Benz GLE,https://www.cardekho.com/used-car-details/used-Mercedes-benz-gle-250d-cars-New-Delhi_1942eddc-4936-4245-bc96-687b60dfd673.htm?adId=undefined&adType=41,32.5,"Naraina, New Delhi",New Delhi,Jul 2018,Comprehensive,Diesel,5,84000,Solan,First Owner,2143,Automatic,201.15,AWD,17.9,2018
2018 Mahindra XUV500 R W10 FWD,Mahindra XUV500,https://www.cardekho.com/used-car-details/used-Mahindra-xuv500-r-w10-fwd-cars-Chandigarh_ffa447b3-9eae-426a-bcec-1a88b827bb8a.htm,10.5,"City Park, Chandigarh",Chandigarh,Mar 2018,Comprehensive,Diesel,7,79000,Gurgaon,First Owner,2179,Manual,140.0,FWD,16.0,2018
2023 Mahindra Bolero B6,Mahindra Bolero,https://www.cardekho.com/buy-used-car-details/used-Mahindra-bolero-b6-cars-Chandigarh_03817490-7826-4668-8915-7c21b636c098.htm,9.0,"Industrial Area Phase 1, Chandigarh",Chandigarh,Nov 2023,Third Party,Diesel,7,19935,kharar,First Owner,1493,Manual,74.96,RWD,16.0,2023
2022 Hyundai Grand i10 Nios AMT Sportz,Hyundai Grand,https://www.cardekho.com/buy-used-car-details/used-Hyundai-grand-i10-nios-amt-sportz-cars-Chandigarh_2020d57f-5f62-428d-9598-3c0770b28681.htm,6.0,"Industrial Area Phase 1, Chandigarh",Chandigarh,Mar 2022,Expired,Petrol,5,23277,Dera Bassi,First Owner,1197,Automatic,81.86,N/A,20.7,2022
2019 BMW X4 M Sport X xDrive20d,BMW X4,https://www.cardekho.com/used-car-details/used-Bmw-x4-m-sport-x-xdrive20d-cars-New-Delhi_9e6d9366-e6f5-41f2-8207-212dc74ad346.htm?adId=undefined&adType=41,36.5,"Naraina, New Delhi",New Delhi,Jul 2019,Comprehensive,Diesel,5,85000,Gurgaon,Second Owner,1995,Automatic,187.74,4WD,N/A,2019
2021 Mahindra XUV700 AX7 7Str Diesel AT,Mahindra XUV700,https://www.cardekho.com/used-car-details/used-Mahindra-xuv700-ax7-7str-diesel-at-cars-Chandigarh_ae9817a2-25f3-4bc3-a88a-7c9d076d701e.htm,21.9,"Sector 46, Chandigarh",Chandigarh,Jan 2022,Expired,Diesel,7,120000,Mathura,First Owner,2198,Automatic,182.0,FWD,16.57,2021
2019 Jeep Compass 2.0 Limited Plus,Jeep Compass,https://www.cardekho.com/used-car-details/used-Jeep-compass-20-limited-plus-cars-Chandigarh_392d81e1-706d-4ee8-a50a-354f510e343c.htm,13.8,"City Park, Chandigarh",Chandigarh,Aug 2019,Comprehensive,Diesel,5,83000,Chandigarh,First Owner,1956,Manual,170.63,4X2,17.1,2019
2015 Toyota Fortuner 4x2 Manual,Toyota Fortuner,https://www.cardekho.com/used-car-details/used-Toyota-fortuner-4x2-manual-cars-Chandigarh_e54de474-f4fd-4461-9f81-976b097484da.htm,13.25,Chandigarh,Chandigarh,Dec 2015,Third Party,Diesel,7,210000,Gurgaon,First Owner,2982,Manual,168.5,FWD,13.0,2015
2016 Land Rover Range Rover Sport HSE,Land Rover,https://www.cardekho.com/used-car-details/used-Land-rover-range-rover-sport-hse-cars-New-Delhi_030a01fd-04b9-4abf-b981-6d37244089b9.htm?adId=undefined&adType=41,57.5,"Naraina, New Delhi",New Delhi,Jul 2016,Comprehensive,Diesel,5,46000,Mandi,Second Owner,2993,Automatic,255.0,4WD,N/A,2016
2021 Maruti Swift AMT ZXI,Maruti Swift,https://www.cardekho.com/buy-used-car-details/used-Maruti-swift-amt-zxi-cars-Chandigarh_14789985-f72a-439c-805e-9210a1b0768b.htm,5.58,"Kishangarh B.o, Chandigarh",Chandigarh,Jan 2022,Comprehensive,Petrol,5,101182,Sangrur,First Owner,1197,Automatic,81.8,N/A,21.21,2021
2020 Hyundai Aura SX,Hyundai Aura,https://www.cardekho.com/buy-used-car-details/used-Hyundai-aura-sx-cars-Chandigarh_88d4c67a-4fc0-457f-a897-21e486c9a66b.htm,5.6,"Industrial Area Phase 1, Chandigarh",Chandigarh,Jun 2020,Expired,Petrol,5,34962,Ludhiana,First Owner,1197,Manual,81.86,N/A,20.5,2020
2023 Honda Amaze 2nd Gen S,Honda Amaze,https://www.cardekho.com/buy-used-car-details/used-Honda-amaze-2nd-gen-s-cars-Chandigarh_3a2d7966-d1d8-4ad0-9259-3b378ddfd7d9.htm,6.65,"Industrial Area Phase 1, Chandigarh",Chandigarh,Mar 2023,Third Party,Petrol,5,49385,Jalandhar,First Owner,1199,Manual,88.5,N/A,18.6,2023
2020 Mercedes-Benz E-Class Exclusive E 200 BSIV,Mercedes-Benz E-Class,https://www.cardekho.com/used-car-details/used-Mercedes-benz-e-class-exclusive-e-200-bsiv-cars-New-Delhi_ef005e49-8583-4e1d-aea6-d33e252ecec6.htm?adId=undefined&adType=41,44.5,"Naraina, New Delhi",New Delhi,Jul 2020,Comprehensive,Petrol,5,42000,Shimla,First Owner,1991,Automatic,194.4,RWD,N/A,2020
2019 Hyundai Creta 1.6 SX Diesel,Hyundai Creta,https://www.cardekho.com/buy-used-car-details/used-Hyundai-creta-16-sx-diesel-cars-Chandigarh_aa9c9c29-11e0-4c7d-a26b-9aae9c98d174.htm,8.9,"Industrial Area Phase 1, Chandigarh",Chandigarh,Mar 2019,Zero Dep,Diesel,5,57569,Chandigarh,First Owner,1582,Manual,126.2,FWD,20.5,2019
2018 Skoda Rapid Monte Carlo 1.6 MPI AT BSIV,Skoda Rapid,https://www.cardekho.com/buy-used-car-details/used-Skoda-rapid-monte-carlo-16-mpi-at-bsiv-cars-Chandigarh_9ab9b812-9afc-4f1b-996b-8a1aa617a4c5.htm,5.9,"Industrial Area Phase 1, Chandigarh",Chandigarh,Dec 2018,Expired,Petrol,5,62125,Chandigarh,Second Owner,1598,Automatic,103.2,N/A,14.3,2018
2017 Hyundai Verna 1.6 CRDi S,Hyundai Verna,https://www.cardekho.com/used-car-details/used-Hyundai-verna-16-crdi-s-cars-Chandigarh_0a1c10d6-372e-4cc3-a1c0-ed8c7f827a33.htm,6.7,"City Park, Chandigarh",Chandigarh,Oct 2017,Comprehensive,Diesel,5,72000,Gurgaon,First Owner,1582,Manual,126.2,N/A,23.9,2017
2020 Toyota Fortuner 2.8 4WD AT,Toyota Fortuner,https://www.cardekho.com/used-car-details/used-Toyota-fortuner-28-4wd-at-cars-New-Delhi_43c53c8e-3b35-4bd7-87e0-ddbad0a1e5fd.htm?adId=undefined&adType=41,32.9,"Naraina, New Delhi",New Delhi,Jul 2020,Comprehensive,Diesel,7,50000,New Delhi,Second Owner,2755,Automatic,174.5,4WD,15.04,2020
2017 Hyundai Verna 1.6 CRDI SX Option,Hyundai Verna,https://www.cardekho.com/buy-used-car-details/used-Hyundai-verna-16-crdi-sx-option-cars-Chandigarh_e1520d32-c196-4614-923b-b19fbf215447.htm,7.9,Chandigarh,Chandigarh,Feb 2018,Expired,Diesel,5,76929,Chandigarh,First Owner,1582,Manual,126.2,N/A,23.9,2017
2019 Tata Harrier XT BSIV,Tata Harrier,https://www.cardekho.com/buy-used-car-details/used-Tata-harrier-xt-bsiv-cars-Chandigarh_fa005300-a201-4ecc-b825-9cd4c9283c03.htm,9.25,"Industrial Area Phase 1, Chandigarh",Chandigarh,Dec 2019,Zero Dep,Diesel,5,59191,Ludhiana,First Owner,1956,Manual,138.1,FWD,17.0,2019
2017 Jeep Compass 2.0 Longitude BSIV,Jeep Compass,https://www.cardekho.com/used-car-details/used-Jeep-compass-20-longitude-bsiv-cars-Chandigarh_1b9f1ecd-4eab-4c70-80ab-421f65e00a24.htm,8.35,"Sector 46, Chandigarh",Chandigarh,Sept 2017,Expired,Diesel,5,57000,Faridabad,First Owner,1956,Manual,170.0,4X2,17.1,2017
